vehicle_id,vehicle_type,vehicle_age_years,capacity_kg,fuel_type,maintenance_score,current_mileage_km
V000488,Van,4,1000,Petrol,79.56,219087.0
V000489,Medium Truck,10,8000,Diesel,71.24,110957.0
V000490,Medium Truck,4,8000,Diesel,65.37,283251.0
V000491,Light Truck,5,3500,Diesel,91.64,207049.0
V000492,Van,12,1000,Petrol,87.2,143540.0
V000493,Van,3,1000,Petrol,80.84,98384.0
V000494,Van,9,1000,Petrol,69.86,182961.0
V000495,Light Truck,11,3500,Diesel,83.6,194615.0
V000496,Motorbike,11,50,Petrol,75.79,188776.0
V000497,Medium Truck,9,8000,Diesel,92.77,185460.0
V000498,Van,3,1000,Petrol,78.9,81604.0
V000499,Light Truck,11,3500,Diesel,96.89,195181.0
V000500,Light Truck,5,3500,Diesel,94.98,181766.0
V000501,Van,14,1000,Petrol,70.7,257568.0
V000502,Motorbike,8,50,Petrol,74.99,260042.0
V000503,Medium Truck,5,8000,Diesel,91.33,195857.0
V000504,Heavy Truck,14,20000,Diesel,86.16,40042.0
V000505,Van,3,1000,Petrol,81.19,219086.0
V000506,Heavy Truck,4,20000,Diesel,89.46,187179.0
V000507,Van,11,1000,Petrol,68.08,230943.0
V000508,Medium Truck,2,8000,Diesel,62.38,104568.0
V000509,Heavy Truck,5,20000,Diesel,84.29,41796.0
V000510,Light Truck,1,3500,Diesel,77.15,262839.0
V000511,Medium Truck,5,8000,Diesel,77.83,177348.0
V000512,Light Truck,5,3500,Diesel,76.03,167203.0
V000513,Van,1,1000,Petrol,89.87,177214.0
V000514,Heavy Truck,1,20000,Diesel,75.23,72176.0
V000515,Medium Truck,7,8000,Diesel,100.0,40181.0
V000516,Heavy Truck,10,20000,Diesel,83.21,215111.0
V000517,Van,13,1000,Petrol,97.49,368577.0
V000518,Van,10,1000,Petrol,77.73,1000.0
V000519,Light Truck,9,3500,Diesel,62.19,279469.0
V000520,Van,4,1000,Petrol,69.29,214599.0
V000521,Heavy Truck,1,20000,Diesel,78.97,134943.0
V000522,Heavy Truck,6,20000,Diesel,74.16,113110.0
V000523,Medium Truck,2,8000,Diesel,71.37,74091.0
V000524,Motorbike,12,50,Petrol,86.14,123681.0
V000525,Van,7,1000,Petrol,86.89,219983.0
V000526,Light Truck,7,3500,Diesel,76.74,166167.0
V000527,Van,8,1000,Petrol,97.35,177474.0
V000528,Van,12,1000,Petrol,70.27,298945.0
V000529,Light Truck,0,3500,Diesel,100.0,158655.0
V000530,Heavy Truck,10,20000,Diesel,81.49,362237.0
V000531,Van,3,1000,Petrol,75.78,225107.0
V000532,Medium Truck,12,8000,Diesel,62.12,191354.0
V000533,Medium Truck,13,8000,Diesel,78.98,380919.0
V000534,Medium Truck,7,8000,Diesel,90.43,162573.0
V000535,Van,3,1000,Petrol,69.79,71166.0
V000536,Medium Truck,12,8000,Diesel,70.7,357963.0
V000537,Medium Truck,5,8000,Diesel,78.35,224246.0
V000538,Heavy Truck,10,20000,Diesel,88.19,216548.0
V000539,Light Truck,7,3500,Diesel,64.13,127007.0
V000540,Light Truck,0,3500,Diesel,100.0,192622.0
V000541,Medium Truck,2,8000,Diesel,76.51,161672.0
V000542,Heavy Truck,1,20000,Diesel,66.03,1000.0
V000543,Van,12,1000,Petrol,89.81,204227.0
V000544,Medium Truck,4,8000,Diesel,77.92,263395.0
V000545,Van,14,1000,Petrol,100.0,113608.0
V000546,Heavy Truck,7,20000,Diesel,97.73,127959.0
V000547,Medium Truck,12,8000,Diesel,85.07,258360.0
V000548,Van,1,1000,Petrol,99.51,187743.0
V000549,Medium Truck,5,8000,Diesel,100.0,172875.0
V000550,Van,12,1000,Petrol,67.91,21632.0
V000551,Van,0,1000,Petrol,87.82,279131.0
V000552,Light Truck,11,3500,Diesel,82.81,203359.0
V000553,Medium Truck,10,8000,Diesel,84.98,256033.0
V000554,Van,0,1000,Petrol,89.13,335376.0
V000555,Van,10,1000,Petrol,72.12,178048.0
V000556,Van,10,1000,Petrol,80.12,144671.0
V000557,Van,14,1000,Petrol,100.0,188713.0
V000558,Light Truck,12,3500,Diesel,85.77,250264.0
V000559,Medium Truck,11,8000,Diesel,76.74,235212.0
V000560,Light Truck,8,3500,Diesel,86.66,229471.0
V000561,Medium Truck,10,8000,Diesel,74.71,269753.0
V000562,Van,12,1000,Petrol,83.72,184431.0
V000563,Medium Truck,9,8000,Diesel,65.22,1000.0
V000564,Medium Truck,12,8000,Diesel,85.04,136290.0
V000565,Light Truck,10,3500,Diesel,100.0,105008.0
V000566,Medium Truck,10,8000,Diesel,70.53,277234.0
V000567,Light Truck,10,3500,Diesel,80.59,155136.0
V000568,Medium Truck,11,8000,Diesel,79.98,63903.0
V000569,Light Truck,9,3500,Diesel,68.81,149449.0
V000570,Van,7,1000,Petrol,69.41,249157.0
V000571,Heavy Truck,3,20000,Diesel,93.65,154373.0
V000572,Van,3,1000,Petrol,80.4,79645.0
V000573,Medium Truck,6,8000,Diesel,83.89,1000.0
V000574,Light Truck,6,3500,Diesel,77.82,219649.0
V000575,Medium Truck,0,8000,Diesel,82.31,192705.0
V000576,Van,13,1000,Petrol,95.62,216958.0
V000577,Van,8,1000,Petrol,100.0,144542.0
V000578,Medium Truck,8,8000,Diesel,86.2,114369.0
V000579,Light Truck,7,3500,Diesel,100.0,102362.0
V000580,Van,0,1000,Petrol,89.06,358480.0
V000581,Light Truck,12,3500,Diesel,66.93,174388.0
V000582,Heavy Truck,8,20000,Diesel,90.53,106801.0
V000583,Van,7,1000,Petrol,88.85,309748.0
V000584,Light Truck,1,3500,Diesel,52.23,265775.0
V000585,Van,4,1000,Petrol,84.04,94047.0
V000586,Light Truck,0,3500,Diesel,83.96,300902.0
V000587,Light Truck,13,3500,Diesel,77.13,44394.0
V000588,Heavy Truck,8,20000,Diesel,81.27,179430.0
V000589,Van,5,1000,Petrol,87.24,147851.0
V000590,Light Truck,10,3500,Diesel,89.3,78408.0
V000591,Light Truck,1,3500,Diesel,64.05,100584.0
V000592,Medium Truck,14,8000,Diesel,90.73,193587.0
V000593,Van,7,1000,Petrol,75.27,361840.0
V000594,Light Truck,8,3500,Diesel,71.09,16160.0
V000595,Van,1,1000,Petrol,76.1,97492.0
V000596,Light Truck,3,3500,Diesel,89.06,242413.0
V000597,Van,8,1000,Petrol,100.0,1000.0
V000598,Heavy Truck,9,20000,Diesel,66.59,160157.0
V000599,Van,7,1000,Petrol,94.07,1000.0
V000600,Van,0,1000,Petrol,100.0,103151.0
V000601,Van,14,1000,Petrol,97.49,186580.0
V000602,Van,11,1000,Petrol,88.06,154926.0
V000603,Van,1,1000,Petrol,71.1,153353.0
V000604,Medium Truck,9,8000,Diesel,76.36,161290.0
V000605,Light Truck,11,3500,Diesel,77.55,322115.0
V000606,Van,12,1000,Petrol,68.53,93760.0
V000607,Motorbike,8,50,Petrol,70.99,198994.0
V000608,Light Truck,6,3500,Diesel,89.0,249302.0
V000609,Light Truck,2,3500,Diesel,75.24,219583.0
V000610,Van,8,1000,Petrol,66.21,63226.0
V000611,Medium Truck,1,8000,Diesel,75.24,254425.0
V000612,Van,2,1000,Petrol,88.03,127252.0
V000613,Van,2,1000,Petrol,69.31,210308.0
V000614,Van,11,1000,Petrol,59.43,32804.0
V000615,Light Truck,13,3500,Diesel,76.99,156962.0
V000616,Medium Truck,7,8000,Diesel,75.15,47138.0
V000617,Light Truck,13,3500,Diesel,82.37,273935.0
V000618,Medium Truck,13,8000,Diesel,65.82,195032.0
V000619,Light Truck,14,3500,Diesel,79.67,203695.0
V000620,Van,11,1000,Petrol,95.74,201011.0
V000621,Light Truck,4,3500,Diesel,77.96,207806.0
V000622,Medium Truck,1,8000,Diesel,78.07,294544.0
V000623,Medium Truck,3,8000,Diesel,77.15,116048.0
V000624,Van,11,1000,Petrol,65.27,344115.0
V000625,Motorbike,2,50,Petrol,79.87,93854.0
V000626,Medium Truck,9,8000,Diesel,87.37,243574.0
V000627,Medium Truck,7,8000,Diesel,85.64,239861.0
V000628,Light Truck,3,3500,Diesel,72.69,332257.0
V000629,Medium Truck,4,8000,Diesel,87.33,134339.0
V000630,Van,5,1000,Petrol,69.67,253206.0
V000631,Medium Truck,13,8000,Diesel,87.45,336138.0
V000632,Van,10,1000,Petrol,75.51,233402.0
V000633,Light Truck,8,3500,Diesel,90.63,14834.0
V000634,Van,4,1000,Petrol,88.89,244470.0
V000635,Light Truck,1,3500,Diesel,62.66,173593.0
V000636,Medium Truck,14,8000,Diesel,71.75,144047.0
V000637,Van,5,1000,Petrol,65.84,42467.0
V000638,Van,11,1000,Petrol,69.92,200663.0
V000639,Van,13,1000,Petrol,90.74,347919.0
V000640,Medium Truck,1,8000,Diesel,82.16,183093.0
V000641,Light Truck,6,3500,Diesel,74.79,182625.0
V000642,Light Truck,7,3500,Diesel,83.62,129969.0
V000643,Van,14,1000,Petrol,82.76,243180.0
V000644,Motorbike,0,50,Petrol,100.0,22204.0
V000645,Heavy Truck,11,20000,Diesel,99.94,206476.0
V000646,Light Truck,13,3500,Diesel,80.46,280958.0
V000647,Medium Truck,4,8000,Diesel,92.63,258710.0
V000648,Van,5,1000,Petrol,87.73,207129.0
V000649,Medium Truck,10,8000,Diesel,98.92,209318.0
V000650,Van,6,1000,Petrol,75.06,224161.0
V000651,Medium Truck,10,8000,Diesel,70.27,66055.0
V000652,Medium Truck,3,8000,Diesel,100.0,308587.0
V000653,Light Truck,4,3500,Diesel,75.91,127094.0
V000654,Medium Truck,5,8000,Diesel,87.52,206148.0
V000655,Medium Truck,1,8000,Diesel,89.06,159648.0
V000656,Van,13,1000,Petrol,73.3,176352.0
V000657,Light Truck,7,3500,Diesel,73.91,192517.0
V000658,Light Truck,4,3500,Diesel,76.83,337819.0
V000659,Medium Truck,0,8000,Diesel,71.75,210492.0
V000660,Medium Truck,4,8000,Diesel,68.26,292593.0
V000661,Van,1,1000,Petrol,100.0,104757.0
V000662,Light Truck,3,3500,Diesel,100.0,200379.0
V000663,Heavy Truck,13,20000,Diesel,67.54,432946.0
V000664,Van,13,1000,Petrol,81.34,214545.0
V000665,Medium Truck,6,8000,Diesel,73.44,138808.0
V000666,Medium Truck,12,8000,Diesel,67.05,306294.0
V000667,Medium Truck,4,8000,Diesel,72.75,254052.0
V000668,Light Truck,1,3500,Diesel,64.86,101771.0
V000669,Heavy Truck,14,20000,Diesel,80.4,262761.0
V000670,Light Truck,5,3500,Diesel,53.13,211659.0
V000671,Van,7,1000,Petrol,70.67,157443.0
V000672,Light Truck,8,3500,Diesel,97.62,311077.0
V000673,Medium Truck,9,8000,Diesel,87.99,271416.0
V000674,Heavy Truck,6,20000,Diesel,61.69,119424.0
V000675,Light Truck,3,3500,Diesel,89.14,218514.0
V000676,Medium Truck,7,8000,Diesel,75.02,176977.0
V000677,Heavy Truck,13,20000,Diesel,95.66,261165.0
V000678,Light Truck,9,3500,Diesel,73.53,120823.0
V000679,Light Truck,1,3500,Diesel,96.02,49695.0
V000680,Heavy Truck,9,20000,Diesel,100.0,130891.0
V000681,Light Truck,3,3500,Diesel,86.86,84891.0
V000682,Van,3,1000,Petrol,100.0,166866.0
V000683,Heavy Truck,6,20000,Diesel,79.91,221101.0
V000684,Van,5,1000,Petrol,92.56,164907.0
V000685,Van,7,1000,Petrol,92.54,250510.0
V000686,Van,8,1000,Petrol,78.02,139455.0
V000687,Light Truck,5,3500,Diesel,68.56,167130.0
V000688,Van,10,1000,Petrol,72.77,241179.0
V000689,Light Truck,8,3500,Diesel,94.33,46076.0
V000690,Van,2,1000,Petrol,71.92,100735.0
V000691,Motorbike,3,50,Petrol,68.89,182399.0
V000692,Van,13,1000,Petrol,100.0,159207.0
V000693,Heavy Truck,0,20000,Diesel,87.56,188607.0
V000694,Medium Truck,7,8000,Diesel,79.63,1000.0
V000695,Light Truck,14,3500,Diesel,97.46,196222.0
V000696,Medium Truck,9,8000,Diesel,93.73,57300.0
V000697,Van,9,1000,Petrol,80.84,200711.0
V000698,Medium Truck,7,8000,Diesel,89.19,178040.0
V000699,Medium Truck,10,8000,Diesel,80.78,311601.0
V000700,Van,7,1000,Petrol,82.72,236421.0
V000701,Light Truck,4,3500,Diesel,91.87,199309.0
V000702,Light Truck,14,3500,Diesel,100.0,169063.0
V000703,Medium Truck,7,8000,Diesel,50.62,29537.0
V000704,Light Truck,4,3500,Diesel,86.28,252751.0
V000705,Medium Truck,10,8000,Diesel,86.1,47098.0
V000706,Van,3,1000,Petrol,94.59,278343.0
V000707,Van,2,1000,Petrol,77.91,239648.0
V000708,Medium Truck,13,8000,Diesel,66.79,155132.0
V000709,Van,4,1000,Petrol,70.88,112593.0
V000710,Medium Truck,6,8000,Diesel,83.08,220186.0
V000711,Van,4,1000,Petrol,69.81,211961.0
V000712,Light Truck,11,3500,Diesel,91.86,204047.0
V000713,Light Truck,1,3500,Diesel,75.78,151384.0
V000714,Van,0,1000,Petrol,100.0,88914.0
V000715,Light Truck,12,3500,Diesel,100.0,156817.0
V000716,Van,2,1000,Petrol,90.45,225698.0
V000717,Van,8,1000,Petrol,73.84,210553.0
V000718,Light Truck,8,3500,Diesel,82.38,262462.0
V000719,Light Truck,12,3500,Diesel,71.96,86213.0
V000720,Van,10,1000,Petrol,81.09,300079.0
V000721,Light Truck,4,3500,Diesel,91.28,112211.0
V000722,Heavy Truck,8,20000,Diesel,76.76,187811.0
V000723,Van,2,1000,Petrol,88.3,22912.0
V000724,Van,12,1000,Petrol,87.87,263589.0
V000725,Van,3,1000,Petrol,68.8,204135.0
V000726,Light Truck,12,3500,Diesel,66.09,212924.0
V000727,Van,12,1000,Petrol,82.34,314682.0
V000728,Light Truck,14,3500,Diesel,86.09,220904.0
V000729,Van,2,1000,Petrol,66.6,88845.0
V000730,Medium Truck,12,8000,Diesel,100.0,51261.0
V000731,Medium Truck,6,8000,Diesel,78.71,339455.0
V000732,Light Truck,5,3500,Diesel,85.57,253124.0
V000733,Van,4,1000,Petrol,74.96,58192.0
V000734,Van,9,1000,Petrol,68.75,199784.0
V000735,Light Truck,5,3500,Diesel,100.0,1000.0
V000736,Van,7,1000,Petrol,77.1,234795.0
V000737,Medium Truck,7,8000,Diesel,82.8,46055.0
V000738,Medium Truck,2,8000,Diesel,76.17,156643.0
V000739,Medium Truck,12,8000,Diesel,93.37,31028.0
V000740,Medium Truck,1,8000,Diesel,81.74,185664.0
V000741,Light Truck,7,3500,Diesel,83.33,281446.0
V000742,Medium Truck,9,8000,Diesel,72.4,183475.0
V000743,Heavy Truck,6,20000,Diesel,73.83,287251.0
V000744,Van,6,1000,Petrol,88.04,305242.0
V000745,Light Truck,4,3500,Diesel,90.32,210745.0
V000746,Van,11,1000,Petrol,71.58,201896.0
V000747,Van,5,1000,Petrol,65.66,135523.0
V000748,Light Truck,8,3500,Diesel,92.48,237748.0
V000749,Light Truck,5,3500,Diesel,68.81,314809.0
V000750,Medium Truck,10,8000,Diesel,73.19,126782.0
V000751,Heavy Truck,2,20000,Diesel,69.23,253493.0
V000752,Light Truck,9,3500,Diesel,86.4,196880.0
V000753,Motorbike,3,50,Petrol,80.95,188818.0
V000754,Light Truck,12,3500,Diesel,44.12,59803.0
V000755,Van,12,1000,Petrol,83.96,246732.0
V000756,Van,7,1000,Petrol,85.11,135706.0
V000757,Van,3,1000,Petrol,55.96,243581.0
V000758,Van,4,1000,Petrol,85.08,386629.0
V000759,Light Truck,12,3500,Diesel,74.48,89676.0
V000760,Van,7,1000,Petrol,96.1,272249.0
V000761,Light Truck,0,3500,Diesel,91.31,263362.0
V000762,Light Truck,2,3500,Diesel,71.36,50177.0
V000763,Light Truck,1,3500,Diesel,74.27,179879.0
V000764,Light Truck,5,3500,Diesel,85.35,180605.0
V000765,Heavy Truck,3,20000,Diesel,69.34,146686.0
V000766,Medium Truck,7,8000,Diesel,100.0,287645.0
V000767,Van,6,1000,Petrol,85.82,275225.0
V000768,Light Truck,8,3500,Diesel,94.37,174314.0
V000769,Van,2,1000,Petrol,79.69,231119.0
V000770,Light Truck,10,3500,Diesel,85.1,166425.0
V000771,Medium Truck,12,8000,Diesel,52.21,185419.0
V000772,Van,13,1000,Petrol,80.69,185653.0
V000773,Light Truck,5,3500,Diesel,93.28,5845.0
V000774,Medium Truck,6,8000,Diesel,80.78,155419.0
V000775,Van,12,1000,Petrol,89.25,245791.0
V000776,Medium Truck,9,8000,Diesel,83.75,336554.0
V000777,Van,11,1000,Petrol,84.4,114636.0
V000778,Heavy Truck,8,20000,Diesel,62.54,388704.0
V000779,Van,5,1000,Petrol,57.79,133351.0
V000780,Van,7,1000,Petrol,75.19,250556.0
V000781,Van,13,1000,Petrol,100.0,259271.0
V000782,Van,1,1000,Petrol,78.59,139749.0
V000783,Medium Truck,13,8000,Diesel,94.8,312798.0
V000784,Van,14,1000,Petrol,78.15,11209.0
V000785,Van,5,1000,Petrol,98.54,285396.0
V000786,Heavy Truck,8,20000,Diesel,79.74,246108.0
V000787,Light Truck,10,3500,Diesel,81.0,172663.0
V000788,Van,0,1000,Petrol,75.92,225545.0
V000789,Light Truck,3,3500,Diesel,79.79,152764.0
V000790,Medium Truck,2,8000,Diesel,90.17,290772.0
V000791,Light Truck,7,3500,Diesel,97.6,1000.0
V000792,Van,0,1000,Petrol,66.58,193068.0
V000793,Medium Truck,13,8000,Diesel,84.27,219366.0
V000794,Medium Truck,10,8000,Diesel,81.7,275855.0
V000795,Light Truck,12,3500,Diesel,85.74,318173.0
V000796,Light Truck,12,3500,Diesel,73.25,139505.0
V000797,Van,13,1000,Petrol,91.86,117038.0
V000798,Van,1,1000,Petrol,82.15,189563.0
V000799,Heavy Truck,7,20000,Diesel,70.26,308389.0
V000800,Medium Truck,0,8000,Diesel,73.45,230233.0
V000801,Van,13,1000,Petrol,69.18,232001.0
V000802,Medium Truck,7,8000,Diesel,96.06,292862.0
V000803,Medium Truck,6,8000,Diesel,81.25,165967.0
V000804,Heavy Truck,14,20000,Diesel,82.77,152741.0
V000805,Medium Truck,13,8000,Diesel,83.05,285225.0
V000806,Light Truck,13,3500,Diesel,58.97,412565.0
V000807,Van,1,1000,Petrol,68.97,17710.0
V000808,Light Truck,10,3500,Diesel,76.94,238829.0
V000809,Van,11,1000,Petrol,88.4,301128.0
V000810,Light Truck,8,3500,Diesel,98.83,202967.0
V000811,Light Truck,4,3500,Diesel,81.08,153148.0
V000812,Light Truck,3,3500,Diesel,96.58,212155.0
V000813,Van,3,1000,Petrol,76.73,281148.0
V000814,Motorbike,10,50,Petrol,60.51,139814.0
V000815,Van,1,1000,Petrol,82.49,205457.0
V000816,Motorbike,14,50,Petrol,84.58,87699.0
V000817,Light Truck,11,3500,Diesel,96.39,299032.0
V000818,Heavy Truck,13,20000,Diesel,86.15,194746.0
V000819,Medium Truck,3,8000,Diesel,77.43,350546.0
V000820,Van,14,1000,Petrol,84.23,62344.0
V000821,Van,4,1000,Petrol,77.38,224102.0
V000822,Light Truck,6,3500,Diesel,80.19,294901.0
V000823,Medium Truck,10,8000,Diesel,93.37,398559.0
V000824,Medium Truck,13,8000,Diesel,76.69,43390.0
V000825,Van,9,1000,Petrol,85.12,250157.0
V000826,Light Truck,10,3500,Diesel,80.31,116918.0
V000827,Medium Truck,14,8000,Diesel,75.35,164348.0
V000828,Medium Truck,10,8000,Diesel,100.0,137605.0
V000829,Light Truck,7,3500,Diesel,64.59,323088.0
V000830,Light Truck,13,3500,Diesel,82.37,122330.0
V000831,Light Truck,7,3500,Diesel,74.76,197575.0
V000832,Van,14,1000,Petrol,84.03,246430.0
V000833,Van,3,1000,Petrol,65.67,216473.0
V000834,Light Truck,2,3500,Diesel,75.61,235957.0
V000835,Van,1,1000,Petrol,55.94,347234.0
V000836,Van,1,1000,Petrol,93.31,111686.0
V000837,Light Truck,0,3500,Diesel,88.15,182355.0
V000838,Medium Truck,8,8000,Diesel,80.29,151107.0
V000839,Van,7,1000,Petrol,75.65,59758.0
V000840,Van,1,1000,Petrol,90.69,136266.0
V000841,Van,5,1000,Petrol,85.86,136619.0
V000842,Van,11,1000,Petrol,100.0,35065.0
V000843,Van,14,1000,Petrol,90.31,200937.0
V000844,Light Truck,2,3500,Diesel,95.62,26079.0
V000845,Light Truck,1,3500,Diesel,77.59,279008.0
V000846,Light Truck,5,3500,Diesel,88.65,184314.0
V000847,Van,3,1000,Petrol,85.72,150797.0
V000848,Light Truck,6,3500,Diesel,82.0,136810.0
V000849,Medium Truck,1,8000,Diesel,99.21,1000.0
V000850,Medium Truck,12,8000,Diesel,88.91,64839.0
V000851,Van,7,1000,Petrol,81.48,83411.0
V000852,Light Truck,5,3500,Diesel,74.03,242034.0
V000853,Light Truck,3,3500,Diesel,73.89,426745.0
V000854,Heavy Truck,7,20000,Diesel,78.42,372814.0
V000855,Light Truck,1,3500,Diesel,85.41,145130.0
V000856,Light Truck,10,3500,Diesel,100.0,224504.0
V000857,Van,3,1000,Petrol,77.83,356790.0
V000858,Motorbike,9,50,Petrol,80.61,226392.0
V000859,Light Truck,0,3500,Diesel,79.56,154985.0
V000860,Van,2,1000,Petrol,69.87,33799.0
V000861,Light Truck,2,3500,Diesel,92.7,14016.0
V000862,Medium Truck,5,8000,Diesel,95.97,65770.0
V000863,Light Truck,3,3500,Diesel,60.96,278474.0
V000864,Light Truck,11,3500,Diesel,74.81,404079.0
V000865,Van,7,1000,Petrol,95.77,51261.0
V000866,Medium Truck,6,8000,Diesel,69.64,177447.0
V000867,Medium Truck,12,8000,Diesel,77.79,258214.0
V000868,Light Truck,12,3500,Diesel,100.0,227440.0
V000869,Medium Truck,1,8000,Diesel,75.39,1000.0
V000870,Van,7,1000,Petrol,71.85,136325.0
V000871,Medium Truck,4,8000,Diesel,66.48,276662.0
V000872,Medium Truck,6,8000,Diesel,69.7,156712.0
V000873,Light Truck,8,3500,Diesel,76.94,137658.0
V000874,Light Truck,11,3500,Diesel,70.91,207669.0
V000875,Van,4,1000,Petrol,83.24,100048.0
V000876,Motorbike,14,50,Petrol,78.35,189699.0
V000877,Heavy Truck,6,20000,Diesel,99.74,161058.0
V000878,Van,5,1000,Petrol,72.74,114719.0
V000879,Medium Truck,10,8000,Diesel,96.2,5180.0
V000880,Van,10,1000,Petrol,75.92,249966.0
V000881,Light Truck,8,3500,Diesel,82.73,1000.0
V000882,Van,1,1000,Petrol,61.66,163842.0
V000883,Medium Truck,5,8000,Diesel,76.87,215202.0
V000884,Medium Truck,4,8000,Diesel,83.49,117887.0
V000885,Van,11,1000,Petrol,79.73,145799.0
V000886,Medium Truck,7,8000,Diesel,57.97,307739.0
V000887,Light Truck,2,3500,Diesel,93.04,217219.0
V000888,Medium Truck,3,8000,Diesel,66.73,148274.0
V000889,Van,7,1000,Petrol,65.21,242181.0
V000890,Medium Truck,0,8000,Diesel,72.5,301055.0
V000891,Medium Truck,11,8000,Diesel,83.05,301635.0
V000892,Light Truck,12,3500,Diesel,78.71,41323.0
V000893,Light Truck,7,3500,Diesel,81.34,259780.0
V000894,Van,7,1000,Petrol,75.97,1000.0
V000895,Light Truck,0,3500,Diesel,97.79,235711.0
V000896,Light Truck,14,3500,Diesel,61.09,209692.0
V000897,Light Truck,4,3500,Diesel,67.62,231705.0
V000898,Van,2,1000,Petrol,100.0,194420.0
V000899,Van,6,1000,Petrol,76.84,153607.0
V000900,Light Truck,9,3500,Diesel,94.15,123415.0
V000901,Heavy Truck,11,20000,Diesel,67.97,229721.0
V000902,Medium Truck,13,8000,Diesel,57.36,192765.0
V000903,Heavy Truck,5,20000,Diesel,85.6,176635.0
V000904,Medium Truck,5,8000,Diesel,76.79,125709.0
V000905,Medium Truck,5,8000,Diesel,56.36,155106.0
V000906,Van,2,1000,Petrol,84.4,214080.0
V000907,Van,0,1000,Petrol,73.9,36886.0
V000908,Van,14,1000,Petrol,88.29,250746.0
V000909,Light Truck,3,3500,Diesel,81.09,38866.0
V000910,Light Truck,14,3500,Diesel,80.94,231125.0
V000911,Van,8,1000,Petrol,100.0,238860.0
V000912,Light Truck,0,3500,Diesel,100.0,119664.0
V000913,Light Truck,1,3500,Diesel,87.82,271350.0
V000914,Light Truck,5,3500,Diesel,95.16,97382.0
V000915,Van,9,1000,Petrol,51.65,227088.0
V000916,Medium Truck,10,8000,Diesel,89.99,166031.0
V000917,Heavy Truck,11,20000,Diesel,100.0,151301.0
V000918,Van,0,1000,Petrol,65.15,215435.0
V000919,Medium Truck,0,8000,Diesel,86.89,1000.0
V000920,Medium Truck,7,8000,Diesel,70.04,139171.0
V000921,Medium Truck,11,8000,Diesel,80.3,226667.0
V000922,Light Truck,9,3500,Diesel,88.37,162076.0
V000923,Light Truck,9,3500,Diesel,100.0,86871.0
V000924,Medium Truck,10,8000,Diesel,81.54,280377.0
V000925,Light Truck,7,3500,Diesel,100.0,29355.0
V000926,Heavy Truck,6,20000,Diesel,74.87,262995.0
V000927,Van,8,1000,Petrol,99.1,228366.0
V000928,Van,4,1000,Petrol,82.93,168002.0
V000929,Light Truck,8,3500,Diesel,88.06,173714.0
V000930,Light Truck,6,3500,Diesel,82.55,314894.0
V000931,Light Truck,0,3500,Diesel,75.12,104546.0
V000932,Medium Truck,7,8000,Diesel,70.06,108391.0
V000933,Motorbike,12,50,Petrol,65.01,90502.0
V000934,Van,6,1000,Petrol,91.03,208769.0
V000935,Heavy Truck,12,20000,Diesel,88.72,149724.0
V000936,Heavy Truck,0,20000,Diesel,75.51,118327.0
V000937,Van,1,1000,Petrol,90.93,309606.0
V000938,Motorbike,13,50,Petrol,95.65,89662.0
V000939,Van,3,1000,Petrol,64.5,102653.0
V000940,Motorbike,7,50,Petrol,89.49,131619.0
V000941,Light Truck,11,3500,Diesel,78.96,190560.0
V000942,Van,8,1000,Petrol,88.91,100975.0
V000943,Van,11,1000,Petrol,78.32,210879.0
V000944,Medium Truck,12,8000,Diesel,66.35,132090.0
V000945,Van,10,1000,Petrol,100.0,245872.0
V000946,Van,9,1000,Petrol,69.4,1000.0
V000947,Van,3,1000,Petrol,96.24,175746.0
V000948,Medium Truck,9,8000,Diesel,73.42,182683.0
V000949,Van,4,1000,Petrol,85.92,125159.0
V000950,Light Truck,0,3500,Diesel,70.54,142483.0
V000951,Light Truck,10,3500,Diesel,97.08,338534.0
V000952,Medium Truck,4,8000,Diesel,85.37,312900.0
V000953,Medium Truck,12,8000,Diesel,100.0,100600.0
V000954,Van,5,1000,Petrol,85.55,237320.0
V000955,Heavy Truck,5,20000,Diesel,72.59,293137.0
V000956,Medium Truck,7,8000,Diesel,59.24,277730.0
V000957,Light Truck,5,3500,Diesel,57.75,279834.0
V000958,Motorbike,5,50,Petrol,100.0,111024.0
V000959,Light Truck,10,3500,Diesel,93.01,166401.0
V000960,Medium Truck,0,8000,Diesel,84.07,77190.0
V000961,Light Truck,3,3500,Diesel,73.07,171376.0
V000962,Light Truck,0,3500,Diesel,60.69,162067.0
V000963,Light Truck,4,3500,Diesel,89.65,214422.0
