,vehicle_id,vehicle_type,vehicle_age_years,capacity_kg,fuel_type,maintenance_score,current_mileage_km
455,V000456,Light Truck,9,3500,Diesel,70.77,218947.0
456,V000457,Heavy Truck,14,20000,Diesel,80.92,49069.0
457,V000458,Medium Truck,13,8000,Diesel,91.4,179727.0
458,V000459,Medium Truck,12,8000,Diesel,74.09,302052.0
459,V000460,Medium Truck,2,8000,Diesel,99.82,84513.0
460,V000461,Van,8,1000,Petrol,64.18,225957.0
461,V000462,Van,9,1000,Petrol,100.0,186279.0
462,V000463,Light Truck,7,3500,Diesel,70.03,215874.0
463,V000464,Medium Truck,0,8000,Diesel,78.01,329609.0
464,V000465,Heavy Truck,8,20000,Diesel,80.64,176338.0
465,V000466,Heavy Truck,13,20000,Diesel,76.87,357073.0
466,V000467,Light Truck,8,3500,Diesel,93.45,175935.0
467,V000468,Medium Truck,8,8000,Diesel,71.61,173416.0
468,V000469,Medium Truck,14,8000,Diesel,75.18,276837.0
469,V000470,Van,14,1000,Petrol,77.79,241618.0
470,V000471,Light Truck,4,3500,Diesel,80.64,384009.0
471,V000472,Heavy Truck,0,20000,Diesel,92.72,129769.0
472,V000473,Light Truck,13,3500,Diesel,69.53,240773.0
473,V000474,Light Truck,5,3500,Diesel,70.37,315965.0
474,V000475,Van,4,1000,Petrol,90.7,161523.0
475,V000476,Van,0,1000,Petrol,72.83,94726.0
476,V000477,Medium Truck,2,8000,Diesel,100.0,255622.0
477,V000478,Medium Truck,11,8000,Diesel,95.02,365204.0
478,V000479,Motorbike,6,50,Petrol,88.05,1000.0
479,V000480,Van,9,1000,Petrol,79.27,164448.0
480,V000481,Light Truck,9,3500,Diesel,80.23,266795.0
481,V000482,Van,8,1000,Petrol,89.45,115867.0
482,V000483,Medium Truck,2,8000,Diesel,69.93,342536.0
483,V000484,Light Truck,13,3500,Diesel,73.61,216892.0
484,V000485,Light Truck,7,3500,Diesel,95.64,222184.0
485,V000486,Medium Truck,5,8000,Diesel,76.32,248455.0
486,V000487,Heavy Truck,8,20000,Diesel,72.6,168692.0
487,V000488,Van,4,1000,Petrol,79.56,219087.0
488,V000489,Medium Truck,10,8000,Diesel,71.24,110957.0
489,V000490,Medium Truck,4,8000,Diesel,65.37,283251.0
490,V000491,Light Truck,5,3500,Diesel,91.64,207049.0
491,V000492,Van,12,1000,Petrol,87.2,143540.0
492,V000493,Van,3,1000,Petrol,80.84,98384.0
493,V000494,Van,9,1000,Petrol,69.86,182961.0
494,V000495,Light Truck,11,3500,Diesel,83.6,194615.0
495,V000496,Motorbike,11,50,Petrol,75.79,188776.0
496,V000497,Medium Truck,9,8000,Diesel,92.77,185460.0
497,V000498,Van,3,1000,Petrol,78.9,81604.0
498,V000499,Light Truck,11,3500,Diesel,96.89,195181.0
499,V000500,Light Truck,5,3500,Diesel,94.98,181766.0
500,V000501,Van,14,1000,Petrol,70.7,257568.0
501,V000502,Motorbike,8,50,Petrol,74.99,260042.0
502,V000503,Medium Truck,5,8000,Diesel,91.33,195857.0
503,V000504,Heavy Truck,14,20000,Diesel,86.16,40042.0
504,V000505,Van,3,1000,Petrol,81.19,219086.0
505,V000506,Heavy Truck,4,20000,Diesel,89.46,187179.0
506,V000507,Van,11,1000,Petrol,68.08,230943.0
507,V000508,Medium Truck,2,8000,Diesel,62.38,104568.0
508,V000509,Heavy Truck,5,20000,Diesel,84.29,41796.0
509,V000510,Light Truck,1,3500,Diesel,77.15,262839.0
510,V000511,Medium Truck,5,8000,Diesel,77.83,177348.0
511,V000512,Light Truck,5,3500,Diesel,76.03,167203.0
512,V000513,Van,1,1000,Petrol,89.87,177214.0
513,V000514,Heavy Truck,1,20000,Diesel,75.23,72176.0
514,V000515,Medium Truck,7,8000,Diesel,100.0,40181.0
515,V000516,Heavy Truck,10,20000,Diesel,83.21,215111.0
516,V000517,Van,13,1000,Petrol,97.49,368577.0
517,V000518,Van,10,1000,Petrol,77.73,1000.0
518,V000519,Light Truck,9,3500,Diesel,62.19,279469.0
519,V000520,Van,4,1000,Petrol,69.29,214599.0
520,V000521,Heavy Truck,1,20000,Diesel,78.97,134943.0
521,V000522,Heavy Truck,6,20000,Diesel,74.16,113110.0
522,V000523,Medium Truck,2,8000,Diesel,71.37,74091.0
523,V000524,Motorbike,12,50,Petrol,86.14,123681.0
524,V000525,Van,7,1000,Petrol,86.89,219983.0
525,V000526,Light Truck,7,3500,Diesel,76.74,166167.0
526,V000527,Van,8,1000,Petrol,97.35,177474.0
527,V000528,Van,12,1000,Petrol,70.27,298945.0
528,V000529,Light Truck,0,3500,Diesel,100.0,158655.0
529,V000530,Heavy Truck,10,20000,Diesel,81.49,362237.0
530,V000531,Van,3,1000,Petrol,75.78,225107.0
531,V000532,Medium Truck,12,8000,Diesel,62.12,191354.0
532,V000533,Medium Truck,13,8000,Diesel,78.98,380919.0
533,V000534,Medium Truck,7,8000,Diesel,90.43,162573.0
534,V000535,Van,3,1000,Petrol,69.79,71166.0
535,V000536,Medium Truck,12,8000,Diesel,70.7,357963.0
536,V000537,Medium Truck,5,8000,Diesel,78.35,224246.0
537,V000538,Heavy Truck,10,20000,Diesel,88.19,216548.0
538,V000539,Light Truck,7,3500,Diesel,64.13,127007.0
539,V000540,Light Truck,0,3500,Diesel,100.0,192622.0
540,V000541,Medium Truck,2,8000,Diesel,76.51,161672.0
541,V000542,Heavy Truck,1,20000,Diesel,66.03,1000.0
542,V000543,Van,12,1000,Petrol,89.81,204227.0
543,V000544,Medium Truck,4,8000,Diesel,77.92,263395.0
544,V000545,Van,14,1000,Petrol,100.0,113608.0
545,V000546,Heavy Truck,7,20000,Diesel,97.73,127959.0
546,V000547,Medium Truck,12,8000,Diesel,85.07,258360.0
547,V000548,Van,1,1000,Petrol,99.51,187743.0
548,V000549,Medium Truck,5,8000,Diesel,100.0,172875.0
549,V000550,Van,12,1000,Petrol,67.91,21632.0
550,V000551,Van,0,1000,Petrol,87.82,279131.0
551,V000552,Light Truck,11,3500,Diesel,82.81,203359.0
552,V000553,Medium Truck,10,8000,Diesel,84.98,256033.0
553,V000554,Van,0,1000,Petrol,89.13,335376.0
554,V000555,Van,10,1000,Petrol,72.12,178048.0
555,V000556,Van,10,1000,Petrol,80.12,144671.0
556,V000557,Van,14,1000,Petrol,100.0,188713.0
557,V000558,Light Truck,12,3500,Diesel,85.77,250264.0
558,V000559,Medium Truck,11,8000,Diesel,76.74,235212.0
559,V000560,Light Truck,8,3500,Diesel,86.66,229471.0
560,V000561,Medium Truck,10,8000,Diesel,74.71,269753.0
561,V000562,Van,12,1000,Petrol,83.72,184431.0
562,V000563,Medium Truck,9,8000,Diesel,65.22,1000.0
563,V000564,Medium Truck,12,8000,Diesel,85.04,136290.0
564,V000565,Light Truck,10,3500,Diesel,100.0,105008.0
565,V000566,Medium Truck,10,8000,Diesel,70.53,277234.0
566,V000567,Light Truck,10,3500,Diesel,80.59,155136.0
567,V000568,Medium Truck,11,8000,Diesel,79.98,63903.0
568,V000569,Light Truck,9,3500,Diesel,68.81,149449.0
569,V000570,Van,7,1000,Petrol,69.41,249157.0
570,V000571,Heavy Truck,3,20000,Diesel,93.65,154373.0
571,V000572,Van,3,1000,Petrol,80.4,79645.0
572,V000573,Medium Truck,6,8000,Diesel,83.89,1000.0
573,V000574,Light Truck,6,3500,Diesel,77.82,219649.0
574,V000575,Medium Truck,0,8000,Diesel,82.31,192705.0
575,V000576,Van,13,1000,Petrol,95.62,216958.0
576,V000577,Van,8,1000,Petrol,100.0,144542.0
577,V000578,Medium Truck,8,8000,Diesel,86.2,114369.0
578,V000579,Light Truck,7,3500,Diesel,100.0,102362.0
579,V000580,Van,0,1000,Petrol,89.06,358480.0
580,V000581,Light Truck,12,3500,Diesel,66.93,174388.0
581,V000582,Heavy Truck,8,20000,Diesel,90.53,106801.0
582,V000583,Van,7,1000,Petrol,88.85,309748.0
583,V000584,Light Truck,1,3500,Diesel,52.23,265775.0
584,V000585,Van,4,1000,Petrol,84.04,94047.0
585,V000586,Light Truck,0,3500,Diesel,83.96,300902.0
586,V000587,Light Truck,13,3500,Diesel,77.13,44394.0
587,V000588,Heavy Truck,8,20000,Diesel,81.27,179430.0
588,V000589,Van,5,1000,Petrol,87.24,147851.0
589,V000590,Light Truck,10,3500,Diesel,89.3,78408.0
590,V000591,Light Truck,1,3500,Diesel,64.05,100584.0
591,V000592,Medium Truck,14,8000,Diesel,90.73,193587.0
592,V000593,Van,7,1000,Petrol,75.27,361840.0
593,V000594,Light Truck,8,3500,Diesel,71.09,16160.0
594,V000595,Van,1,1000,Petrol,76.1,97492.0
595,V000596,Light Truck,3,3500,Diesel,89.06,242413.0
596,V000597,Van,8,1000,Petrol,100.0,1000.0
597,V000598,Heavy Truck,9,20000,Diesel,66.59,160157.0
598,V000599,Van,7,1000,Petrol,94.07,1000.0
599,V000600,Van,0,1000,Petrol,100.0,103151.0
600,V000601,Van,14,1000,Petrol,97.49,186580.0
601,V000602,Van,11,1000,Petrol,88.06,154926.0
602,V000603,Van,1,1000,Petrol,71.1,153353.0
603,V000604,Medium Truck,9,8000,Diesel,76.36,161290.0
604,V000605,Light Truck,11,3500,Diesel,77.55,322115.0
605,V000606,Van,12,1000,Petrol,68.53,93760.0
606,V000607,Motorbike,8,50,Petrol,70.99,198994.0
607,V000608,Light Truck,6,3500,Diesel,89.0,249302.0
608,V000609,Light Truck,2,3500,Diesel,75.24,219583.0
609,V000610,Van,8,1000,Petrol,66.21,63226.0
610,V000611,Medium Truck,1,8000,Diesel,75.24,254425.0
611,V000612,Van,2,1000,Petrol,88.03,127252.0
612,V000613,Van,2,1000,Petrol,69.31,210308.0
613,V000614,Van,11,1000,Petrol,59.43,32804.0
614,V000615,Light Truck,13,3500,Diesel,76.99,156962.0
615,V000616,Medium Truck,7,8000,Diesel,75.15,47138.0
616,V000617,Light Truck,13,3500,Diesel,82.37,273935.0
617,V000618,Medium Truck,13,8000,Diesel,65.82,195032.0
618,V000619,Light Truck,14,3500,Diesel,79.67,203695.0
619,V000620,Van,11,1000,Petrol,95.74,201011.0
620,V000621,Light Truck,4,3500,Diesel,77.96,207806.0
621,V000622,Medium Truck,1,8000,Diesel,78.07,294544.0
622,V000623,Medium Truck,3,8000,Diesel,77.15,116048.0
623,V000624,Van,11,1000,Petrol,65.27,344115.0
624,V000625,Motorbike,2,50,Petrol,79.87,93854.0
625,V000626,Medium Truck,9,8000,Diesel,87.37,243574.0
626,V000627,Medium Truck,7,8000,Diesel,85.64,239861.0
627,V000628,Light Truck,3,3500,Diesel,72.69,332257.0
628,V000629,Medium Truck,4,8000,Diesel,87.33,134339.0
629,V000630,Van,5,1000,Petrol,69.67,253206.0
630,V000631,Medium Truck,13,8000,Diesel,87.45,336138.0
631,V000632,Van,10,1000,Petrol,75.51,233402.0
632,V000633,Light Truck,8,3500,Diesel,90.63,14834.0
633,V000634,Van,4,1000,Petrol,88.89,244470.0
634,V000635,Light Truck,1,3500,Diesel,62.66,173593.0
635,V000636,Medium Truck,14,8000,Diesel,71.75,144047.0
636,V000637,Van,5,1000,Petrol,65.84,42467.0
637,V000638,Van,11,1000,Petrol,69.92,200663.0
638,V000639,Van,13,1000,Petrol,90.74,347919.0
639,V000640,Medium Truck,1,8000,Diesel,82.16,183093.0
640,V000641,Light Truck,6,3500,Diesel,74.79,182625.0
641,V000642,Light Truck,7,3500,Diesel,83.62,129969.0
642,V000643,Van,14,1000,Petrol,82.76,243180.0
643,V000644,Motorbike,0,50,Petrol,100.0,22204.0
644,V000645,Heavy Truck,11,20000,Diesel,99.94,206476.0
645,V000646,Light Truck,13,3500,Diesel,80.46,280958.0
646,V000647,Medium Truck,4,8000,Diesel,92.63,258710.0
647,V000648,Van,5,1000,Petrol,87.73,207129.0
648,V000649,Medium Truck,10,8000,Diesel,98.92,209318.0
649,V000650,Van,6,1000,Petrol,75.06,224161.0
650,V000651,Medium Truck,10,8000,Diesel,70.27,66055.0
651,V000652,Medium Truck,3,8000,Diesel,100.0,308587.0
652,V000653,Light Truck,4,3500,Diesel,75.91,127094.0
653,V000654,Medium Truck,5,8000,Diesel,87.52,206148.0
654,V000655,Medium Truck,1,8000,Diesel,89.06,159648.0
655,V000656,Van,13,1000,Petrol,73.3,176352.0
656,V000657,Light Truck,7,3500,Diesel,73.91,192517.0
657,V000658,Light Truck,4,3500,Diesel,76.83,337819.0
658,V000659,Medium Truck,0,8000,Diesel,71.75,210492.0
659,V000660,Medium Truck,4,8000,Diesel,68.26,292593.0
660,V000661,Van,1,1000,Petrol,100.0,104757.0
661,V000662,Light Truck,3,3500,Diesel,100.0,200379.0
662,V000663,Heavy Truck,13,20000,Diesel,67.54,432946.0
663,V000664,Van,13,1000,Petrol,81.34,214545.0
664,V000665,Medium Truck,6,8000,Diesel,73.44,138808.0
665,V000666,Medium Truck,12,8000,Diesel,67.05,306294.0
666,V000667,Medium Truck,4,8000,Diesel,72.75,254052.0
667,V000668,Light Truck,1,3500,Diesel,64.86,101771.0
668,V000669,Heavy Truck,14,20000,Diesel,80.4,262761.0
669,V000670,Light Truck,5,3500,Diesel,53.13,211659.0
670,V000671,Van,7,1000,Petrol,70.67,157443.0
671,V000672,Light Truck,8,3500,Diesel,97.62,311077.0
672,V000673,Medium Truck,9,8000,Diesel,87.99,271416.0
673,V000674,Heavy Truck,6,20000,Diesel,61.69,119424.0
674,V000675,Light Truck,3,3500,Diesel,89.14,218514.0
675,V000676,Medium Truck,7,8000,Diesel,75.02,176977.0
676,V000677,Heavy Truck,13,20000,Diesel,95.66,261165.0
677,V000678,Light Truck,9,3500,Diesel,73.53,120823.0
678,V000679,Light Truck,1,3500,Diesel,96.02,49695.0
679,V000680,Heavy Truck,9,20000,Diesel,100.0,130891.0
680,V000681,Light Truck,3,3500,Diesel,86.86,84891.0
681,V000682,Van,3,1000,Petrol,100.0,166866.0
682,V000683,Heavy Truck,6,20000,Diesel,79.91,221101.0
683,V000684,Van,5,1000,Petrol,92.56,164907.0
684,V000685,Van,7,1000,Petrol,92.54,250510.0
685,V000686,Van,8,1000,Petrol,78.02,139455.0
686,V000687,Light Truck,5,3500,Diesel,68.56,167130.0
687,V000688,Van,10,1000,Petrol,72.77,241179.0
688,V000689,Light Truck,8,3500,Diesel,94.33,46076.0
689,V000690,Van,2,1000,Petrol,71.92,100735.0
690,V000691,Motorbike,3,50,Petrol,68.89,182399.0
691,V000692,Van,13,1000,Petrol,100.0,159207.0
692,V000693,Heavy Truck,0,20000,Diesel,87.56,188607.0
693,V000694,Medium Truck,7,8000,Diesel,79.63,1000.0
694,V000695,Light Truck,14,3500,Diesel,97.46,196222.0
695,V000696,Medium Truck,9,8000,Diesel,93.73,57300.0
696,V000697,Van,9,1000,Petrol,80.84,200711.0
697,V000698,Medium Truck,7,8000,Diesel,89.19,178040.0
698,V000699,Medium Truck,10,8000,Diesel,80.78,311601.0
699,V000700,Van,7,1000,Petrol,82.72,236421.0
700,V000701,Light Truck,4,3500,Diesel,91.87,199309.0
701,V000702,Light Truck,14,3500,Diesel,100.0,169063.0
702,V000703,Medium Truck,7,8000,Diesel,50.62,29537.0
703,V000704,Light Truck,4,3500,Diesel,86.28,252751.0
704,V000705,Medium Truck,10,8000,Diesel,86.1,47098.0
705,V000706,Van,3,1000,Petrol,94.59,278343.0
706,V000707,Van,2,1000,Petrol,77.91,239648.0
707,V000708,Medium Truck,13,8000,Diesel,66.79,155132.0
708,V000709,Van,4,1000,Petrol,70.88,112593.0
709,V000710,Medium Truck,6,8000,Diesel,83.08,220186.0
710,V000711,Van,4,1000,Petrol,69.81,211961.0
711,V000712,Light Truck,11,3500,Diesel,91.86,204047.0
712,V000713,Light Truck,1,3500,Diesel,75.78,151384.0
713,V000714,Van,0,1000,Petrol,100.0,88914.0
714,V000715,Light Truck,12,3500,Diesel,100.0,156817.0
715,V000716,Van,2,1000,Petrol,90.45,225698.0
716,V000717,Van,8,1000,Petrol,73.84,210553.0
717,V000718,Light Truck,8,3500,Diesel,82.38,262462.0
718,V000719,Light Truck,12,3500,Diesel,71.96,86213.0
719,V000720,Van,10,1000,Petrol,81.09,300079.0
720,V000721,Light Truck,4,3500,Diesel,91.28,112211.0
721,V000722,Heavy Truck,8,20000,Diesel,76.76,187811.0
722,V000723,Van,2,1000,Petrol,88.3,22912.0
723,V000724,Van,12,1000,Petrol,87.87,263589.0
724,V000725,Van,3,1000,Petrol,68.8,204135.0
725,V000726,Light Truck,12,3500,Diesel,66.09,212924.0
726,V000727,Van,12,1000,Petrol,82.34,314682.0
727,V000728,Light Truck,14,3500,Diesel,86.09,220904.0
728,V000729,Van,2,1000,Petrol,66.6,88845.0
729,V000730,Medium Truck,12,8000,Diesel,100.0,51261.0
730,V000731,Medium Truck,6,8000,Diesel,78.71,339455.0
731,V000732,Light Truck,5,3500,Diesel,85.57,253124.0
732,V000733,Van,4,1000,Petrol,74.96,58192.0
733,V000734,Van,9,1000,Petrol,68.75,199784.0
734,V000735,Light Truck,5,3500,Diesel,100.0,1000.0
735,V000736,Van,7,1000,Petrol,77.1,234795.0
736,V000737,Medium Truck,7,8000,Diesel,82.8,46055.0
737,V000738,Medium Truck,2,8000,Diesel,76.17,156643.0
738,V000739,Medium Truck,12,8000,Diesel,93.37,31028.0
739,V000740,Medium Truck,1,8000,Diesel,81.74,185664.0
740,V000741,Light Truck,7,3500,Diesel,83.33,281446.0
741,V000742,Medium Truck,9,8000,Diesel,72.4,183475.0
742,V000743,Heavy Truck,6,20000,Diesel,73.83,287251.0
743,V000744,Van,6,1000,Petrol,88.04,305242.0
744,V000745,Light Truck,4,3500,Diesel,90.32,210745.0
745,V000746,Van,11,1000,Petrol,71.58,201896.0
746,V000747,Van,5,1000,Petrol,65.66,135523.0
747,V000748,Light Truck,8,3500,Diesel,92.48,237748.0
748,V000749,Light Truck,5,3500,Diesel,68.81,314809.0
749,V000750,Medium Truck,10,8000,Diesel,73.19,126782.0
750,V000751,Heavy Truck,2,20000,Diesel,69.23,253493.0
751,V000752,Light Truck,9,3500,Diesel,86.4,196880.0
752,V000753,Motorbike,3,50,Petrol,80.95,188818.0
753,V000754,Light Truck,12,3500,Diesel,44.12,59803.0
754,V000755,Van,12,1000,Petrol,83.96,246732.0
755,V000756,Van,7,1000,Petrol,85.11,135706.0
756,V000757,Van,3,1000,Petrol,55.96,243581.0
757,V000758,Van,4,1000,Petrol,85.08,386629.0
758,V000759,Light Truck,12,3500,Diesel,74.48,89676.0
759,V000760,Van,7,1000,Petrol,96.1,272249.0
760,V000761,Light Truck,0,3500,Diesel,91.31,263362.0
761,V000762,Light Truck,2,3500,Diesel,71.36,50177.0
762,V000763,Light Truck,1,3500,Diesel,74.27,179879.0
763,V000764,Light Truck,5,3500,Diesel,85.35,180605.0
764,V000765,Heavy Truck,3,20000,Diesel,69.34,146686.0
765,V000766,Medium Truck,7,8000,Diesel,100.0,287645.0
766,V000767,Van,6,1000,Petrol,85.82,275225.0
767,V000768,Light Truck,8,3500,Diesel,94.37,174314.0
768,V000769,Van,2,1000,Petrol,79.69,231119.0
769,V000770,Light Truck,10,3500,Diesel,85.1,166425.0
770,V000771,Medium Truck,12,8000,Diesel,52.21,185419.0
771,V000772,Van,13,1000,Petrol,80.69,185653.0
772,V000773,Light Truck,5,3500,Diesel,93.28,5845.0
773,V000774,Medium Truck,6,8000,Diesel,80.78,155419.0
774,V000775,Van,12,1000,Petrol,89.25,245791.0
775,V000776,Medium Truck,9,8000,Diesel,83.75,336554.0
776,V000777,Van,11,1000,Petrol,84.4,114636.0
777,V000778,Heavy Truck,8,20000,Diesel,62.54,388704.0
778,V000779,Van,5,1000,Petrol,57.79,133351.0
779,V000780,Van,7,1000,Petrol,75.19,250556.0
780,V000781,Van,13,1000,Petrol,100.0,259271.0
781,V000782,Van,1,1000,Petrol,78.59,139749.0
782,V000783,Medium Truck,13,8000,Diesel,94.8,312798.0
783,V000784,Van,14,1000,Petrol,78.15,11209.0
784,V000785,Van,5,1000,Petrol,98.54,285396.0
785,V000786,Heavy Truck,8,20000,Diesel,79.74,246108.0
786,V000787,Light Truck,10,3500,Diesel,81.0,172663.0
787,V000788,Van,0,1000,Petrol,75.92,225545.0
788,V000789,Light Truck,3,3500,Diesel,79.79,152764.0
789,V000790,Medium Truck,2,8000,Diesel,90.17,290772.0
790,V000791,Light Truck,7,3500,Diesel,97.6,1000.0
791,V000792,Van,0,1000,Petrol,66.58,193068.0
792,V000793,Medium Truck,13,8000,Diesel,84.27,219366.0
793,V000794,Medium Truck,10,8000,Diesel,81.7,275855.0
794,V000795,Light Truck,12,3500,Diesel,85.74,318173.0
795,V000796,Light Truck,12,3500,Diesel,73.25,139505.0
796,V000797,Van,13,1000,Petrol,91.86,117038.0
797,V000798,Van,1,1000,Petrol,82.15,189563.0
798,V000799,Heavy Truck,7,20000,Diesel,70.26,308389.0
799,V000800,Medium Truck,0,8000,Diesel,73.45,230233.0
800,V000801,Van,13,1000,Petrol,69.18,232001.0
801,V000802,Medium Truck,7,8000,Diesel,96.06,292862.0
802,V000803,Medium Truck,6,8000,Diesel,81.25,165967.0
803,V000804,Heavy Truck,14,20000,Diesel,82.77,152741.0
804,V000805,Medium Truck,13,8000,Diesel,83.05,285225.0
805,V000806,Light Truck,13,3500,Diesel,58.97,412565.0
806,V000807,Van,1,1000,Petrol,68.97,17710.0
807,V000808,Light Truck,10,3500,Diesel,76.94,238829.0
808,V000809,Van,11,1000,Petrol,88.4,301128.0
809,V000810,Light Truck,8,3500,Diesel,98.83,202967.0
810,V000811,Light Truck,4,3500,Diesel,81.08,153148.0
811,V000812,Light Truck,3,3500,Diesel,96.58,212155.0
812,V000813,Van,3,1000,Petrol,76.73,281148.0
813,V000814,Motorbike,10,50,Petrol,60.51,139814.0
814,V000815,Van,1,1000,Petrol,82.49,205457.0
815,V000816,Motorbike,14,50,Petrol,84.58,87699.0
816,V000817,Light Truck,11,3500,Diesel,96.39,299032.0
817,V000818,Heavy Truck,13,20000,Diesel,86.15,194746.0
818,V000819,Medium Truck,3,8000,Diesel,77.43,350546.0
819,V000820,Van,14,1000,Petrol,84.23,62344.0
820,V000821,Van,4,1000,Petrol,77.38,224102.0
821,V000822,Light Truck,6,3500,Diesel,80.19,294901.0
822,V000823,Medium Truck,10,8000,Diesel,93.37,398559.0
823,V000824,Medium Truck,13,8000,Diesel,76.69,43390.0
824,V000825,Van,9,1000,Petrol,85.12,250157.0
825,V000826,Light Truck,10,3500,Diesel,80.31,116918.0
826,V000827,Medium Truck,14,8000,Diesel,75.35,164348.0
827,V000828,Medium Truck,10,8000,Diesel,100.0,137605.0
828,V000829,Light Truck,7,3500,Diesel,64.59,323088.0
829,V000830,Light Truck,13,3500,Diesel,82.37,122330.0
830,V000831,Light Truck,7,3500,Diesel,74.76,197575.0
831,V000832,Van,14,1000,Petrol,84.03,246430.0
832,V000833,Van,3,1000,Petrol,65.67,216473.0
833,V000834,Light Truck,2,3500,Diesel,75.61,235957.0
834,V000835,Van,1,1000,Petrol,55.94,347234.0
835,V000836,Van,1,1000,Petrol,93.31,111686.0
836,V000837,Light Truck,0,3500,Diesel,88.15,182355.0
837,V000838,Medium Truck,8,8000,Diesel,80.29,151107.0
838,V000839,Van,7,1000,Petrol,75.65,59758.0
839,V000840,Van,1,1000,Petrol,90.69,136266.0
840,V000841,Van,5,1000,Petrol,85.86,136619.0
841,V000842,Van,11,1000,Petrol,100.0,35065.0
842,V000843,Van,14,1000,Petrol,90.31,200937.0
843,V000844,Light Truck,2,3500,Diesel,95.62,26079.0
844,V000845,Light Truck,1,3500,Diesel,77.59,279008.0
845,V000846,Light Truck,5,3500,Diesel,88.65,184314.0
846,V000847,Van,3,1000,Petrol,85.72,150797.0
847,V000848,Light Truck,6,3500,Diesel,82.0,136810.0
848,V000849,Medium Truck,1,8000,Diesel,99.21,1000.0
849,V000850,Medium Truck,12,8000,Diesel,88.91,64839.0
850,V000851,Van,7,1000,Petrol,81.48,83411.0
851,V000852,Light Truck,5,3500,Diesel,74.03,242034.0
852,V000853,Light Truck,3,3500,Diesel,73.89,426745.0
853,V000854,Heavy Truck,7,20000,Diesel,78.42,372814.0
854,V000855,Light Truck,1,3500,Diesel,85.41,145130.0
855,V000856,Light Truck,10,3500,Diesel,100.0,224504.0
856,V000857,Van,3,1000,Petrol,77.83,356790.0
857,V000858,Motorbike,9,50,Petrol,80.61,226392.0
858,V000859,Light Truck,0,3500,Diesel,79.56,154985.0
859,V000860,Van,2,1000,Petrol,69.87,33799.0
860,V000861,Light Truck,2,3500,Diesel,92.7,14016.0
861,V000862,Medium Truck,5,8000,Diesel,95.97,65770.0
862,V000863,Light Truck,3,3500,Diesel,60.96,278474.0
863,V000864,Light Truck,11,3500,Diesel,74.81,404079.0
864,V000865,Van,7,1000,Petrol,95.77,51261.0
865,V000866,Medium Truck,6,8000,Diesel,69.64,177447.0
866,V000867,Medium Truck,12,8000,Diesel,77.79,258214.0
867,V000868,Light Truck,12,3500,Diesel,100.0,227440.0
868,V000869,Medium Truck,1,8000,Diesel,75.39,1000.0
869,V000870,Van,7,1000,Petrol,71.85,136325.0
870,V000871,Medium Truck,4,8000,Diesel,66.48,276662.0
871,V000872,Medium Truck,6,8000,Diesel,69.7,156712.0
872,V000873,Light Truck,8,3500,Diesel,76.94,137658.0
873,V000874,Light Truck,11,3500,Diesel,70.91,207669.0
874,V000875,Van,4,1000,Petrol,83.24,100048.0
875,V000876,Motorbike,14,50,Petrol,78.35,189699.0
876,V000877,Heavy Truck,6,20000,Diesel,99.74,161058.0
877,V000878,Van,5,1000,Petrol,72.74,114719.0
878,V000879,Medium Truck,10,8000,Diesel,96.2,5180.0
879,V000880,Van,10,1000,Petrol,75.92,249966.0
880,V000881,Light Truck,8,3500,Diesel,82.73,1000.0
881,V000882,Van,1,1000,Petrol,61.66,163842.0
882,V000883,Medium Truck,5,8000,Diesel,76.87,215202.0
883,V000884,Medium Truck,4,8000,Diesel,83.49,117887.0
884,V000885,Van,11,1000,Petrol,79.73,145799.0
885,V000886,Medium Truck,7,8000,Diesel,57.97,307739.0
886,V000887,Light Truck,2,3500,Diesel,93.04,217219.0
887,V000888,Medium Truck,3,8000,Diesel,66.73,148274.0
888,V000889,Van,7,1000,Petrol,65.21,242181.0
